employee,activity,group,priority
244629,85832,4710,0.0
244629,85891,4705,0.0
244629,85754,4700,3.0
244629,85898,4711,5.0
244629,85882,4702,2.0
244629,85831,4710,0.0
244629,85836,4710,0.0
244629,85892,4705,0.0
244629,85865,4705,0.0
244628,85813,4707,4.0
244628,85721,4701,2.0
244628,85812,4707,4.0
244628,85799,4706,5.0
244628,85737,4703,3.0
244628,85794,4706,5.0
244628,85803,4706,5.0
244628,85736,4703,3.0
244628,85694,4701,2.0
244628,85870,4707,4.0
244628,85795,4706,5.0
244628,85735,4703,3.0
244628,85729,4703,3.0
244628,85734,4703,3.0
244628,85899,4706,5.0
244628,85884,4701,2.0
244628,85796,4706,5.0
244628,85725,4703,3.0
244628,85804,4706,5.0
244628,85733,4703,3.0
244628,85926,4707,4.0
244628,85938,4713,3.0
244628,85903,4706,5.0
244628,85883,4701,2.0
244628,85897,4707,4.0
244628,85696,4701,2.0
244628,85916,4713,3.0
244628,85929,4707,4.0
244628,85941,4713,3.0
244628,85869,4707,4.0
244628,85693,4701,2.0
244628,85703,4701,2.0
244628,85915,4713,3.0
244628,85775,4703,3.0
244628,85885,4701,2.0
244628,85914,4713,3.0
244628,85726,4703,3.0
244627,85881,4702,5.0
244627,85799,4706,0.0
244627,85655,4700,5.0
244627,85794,4706,0.0
244627,85750,4700,5.0
244627,85803,4706,0.0
244627,85835,4710,4.0
244627,85868,4705,4.0
244627,85863,4705,4.0
244627,85669,4710,4.0
244627,85795,4706,0.0
244627,85923,4709,2.0
244627,85829,4710,4.0
244627,85672,4710,4.0
244627,85899,4706,0.0
244627,85834,4710,4.0
244627,85677,4705,4.0
244627,85796,4706,0.0
244627,85804,4706,0.0
244627,85657,4700,5.0
244627,85837,4710,4.0
244627,85903,4706,0.0
244627,85832,4710,4.0
244627,85891,4705,4.0
244627,85754,4700,5.0
244627,85898,4711,2.0
244627,85882,4702,5.0
244627,85831,4710,4.0
244627,85836,4710,4.0
244627,85892,4705,4.0
244627,85865,4705,4.0
244549,85881,4702,0.0
244549,85799,4706,2.0
244549,85655,4700,2.0
244549,85794,4706,2.0
244549,85750,4700,2.0
244549,85803,4706,2.0
244549,85835,4710,4.0
244549,85868,4705,4.0
244549,85863,4705,4.0
244549,85669,4710,4.0
244549,85795,4706,2.0
244549,85923,4709,6.0
244549,85829,4710,4.0
244549,85672,4710,4.0
244549,85899,4706,2.0
244549,85834,4710,4.0
244549,85677,4705,4.0
244549,85796,4706,2.0
244549,85804,4706,2.0
244549,85657,4700,2.0
244549,85837,4710,4.0
244549,85903,4706,2.0
244549,85832,4710,4.0
244549,85891,4705,4.0
244549,85754,4700,2.0
244549,85898,4711,4.0
244549,85714,4714,1.0
244549,85882,4702,0.0
244549,85831,4710,4.0
244549,85836,4710,4.0
244549,85892,4705,4.0
244549,85865,4705,4.0
244626,85813,4707,2.0
244626,85812,4707,2.0
244626,85799,4706,1.0
244626,85737,4703,3.0
244626,85794,4706,1.0
244626,85803,4706,1.0
244626,85736,4703,3.0
244626,85870,4707,2.0
244626,85795,4706,1.0
244626,85735,4703,3.0
244626,85729,4703,3.0
244626,85734,4703,3.0
244626,85899,4706,1.0
244626,85796,4706,1.0
244626,85725,4703,3.0
244626,85804,4706,1.0
244626,85733,4703,3.0
244626,85926,4707,2.0
244626,85938,4713,6.0
244626,85903,4706,1.0
244626,85897,4707,2.0
244626,85916,4713,6.0
244626,85929,4707,2.0
244626,85941,4713,6.0
244626,85869,4707,2.0
244626,85915,4713,6.0
244626,85775,4703,3.0
244626,85914,4713,6.0
244626,85726,4703,3.0
244551,85847,4704,5.0
244551,85848,4704,5.0
244551,85755,4704,5.0
244551,85832,4710,3.0
244551,85835,4710,3.0
244551,85662,4704,5.0
244551,85669,4710,3.0
244551,85898,4711,5.0
244551,85923,4709,1.0
244551,85829,4710,3.0
244551,85672,4710,3.0
244551,85660,4704,5.0
244551,85841,4704,5.0
244551,85831,4710,3.0
244551,85834,4710,3.0
244551,85836,4710,3.0
244551,85674,4704,5.0
244551,85837,4710,3.0
244595,85813,4707,3.0
244595,85852,4708,0.0
244595,85812,4707,3.0
244595,85855,4708,0.0
244595,85897,4707,3.0
244595,85929,4707,3.0
244595,85689,4708,0.0
244595,85870,4707,3.0
244595,85869,4707,3.0
244595,85854,4708,0.0
244595,85690,4708,0.0
244595,85692,4708,0.0
244595,85926,4707,3.0
244550,85881,4702,7.0
244550,85898,4711,1.0
244550,85882,4702,7.0
244550,85655,4700,6.0
244550,85750,4700,6.0
244550,85868,4705,5.0
244550,85891,4705,5.0
244550,85677,4705,5.0
244550,85892,4705,5.0
244550,85863,4705,5.0
244550,85754,4700,6.0
244550,85657,4700,6.0
244550,85865,4705,5.0
244594,85881,4702,6.0
244594,85855,4708,1.0
244594,85655,4700,4.0
244594,85737,4703,2.0
244594,85750,4700,4.0
244594,85835,4710,7.0
244594,85868,4705,4.0
244594,85736,4703,2.0
244594,85689,4708,1.0
244594,85863,4705,4.0
244594,85669,4710,7.0
244594,85690,4708,1.0
244594,85735,4703,2.0
244594,85829,4710,7.0
244594,85729,4703,2.0
244594,85672,4710,7.0
244594,85734,4703,2.0
244594,85834,4710,7.0
244594,85677,4705,4.0
244594,85692,4708,1.0
244594,85725,4703,2.0
244594,85733,4703,2.0
244594,85657,4700,4.0
244594,85837,4710,7.0
244594,85852,4708,1.0
244594,85832,4710,7.0
244594,85891,4705,4.0
244594,85754,4700,4.0
244594,85898,4711,3.0
244594,85854,4708,1.0
244594,85714,4714,5.0
244594,85882,4702,6.0
244594,85775,4703,2.0
244594,85831,4710,7.0
244594,85836,4710,7.0
244594,85726,4703,2.0
244594,85892,4705,4.0
244594,85865,4705,4.0
244593,85829,4710,1.0
244593,85847,4704,4.0
244593,85672,4710,1.0
244593,85660,4704,4.0
244593,85848,4704,4.0
244593,85841,4704,4.0
244593,85831,4710,1.0
244593,85755,4704,4.0
244593,85834,4710,1.0
244593,85836,4710,1.0
244593,85832,4710,1.0
244593,85835,4710,1.0
244593,85662,4704,4.0
244593,85669,4710,1.0
244593,85674,4704,4.0
244593,85837,4710,1.0
244592,85868,4705,6.0
244592,85891,4705,6.0
244592,85677,4705,6.0
244592,85892,4705,6.0
244592,85863,4705,6.0
244592,85865,4705,6.0
244591,85737,4703,2.0
244591,85736,4703,2.0
244591,85735,4703,2.0
244591,85729,4703,2.0
244591,85734,4703,2.0
244591,85775,4703,2.0
244591,85726,4703,2.0
244591,85725,4703,2.0
244591,85733,4703,2.0
244590,85847,4704,6.0
244590,85848,4704,6.0
244590,85755,4704,6.0
244590,85832,4710,2.0
244590,85835,4710,2.0
244590,85868,4705,2.0
244590,85891,4705,2.0
244590,85863,4705,2.0
244590,85662,4704,6.0
244590,85669,4710,2.0
244590,85923,4709,1.0
244590,85829,4710,2.0
244590,85672,4710,2.0
244590,85660,4704,6.0
244590,85841,4704,6.0
244590,85831,4710,2.0
244590,85834,4710,2.0
244590,85836,4710,2.0
244590,85677,4705,2.0
244590,85892,4705,2.0
244590,85674,4704,6.0
244590,85837,4710,2.0
244590,85865,4705,2.0
244559,85737,4703,0.0
244559,85736,4703,0.0
244559,85735,4703,0.0
244559,85729,4703,0.0
244559,85734,4703,0.0
244559,85775,4703,0.0
244559,85726,4703,0.0
244559,85725,4703,0.0
244559,85733,4703,0.0
244558,85799,4706,1.0
244558,85737,4703,4.0
244558,85794,4706,1.0
244558,85803,4706,1.0
244558,85736,4703,4.0
244558,85795,4706,1.0
244558,85735,4703,4.0
244558,85729,4703,4.0
244558,85734,4703,4.0
244558,85899,4706,1.0
244558,85796,4706,1.0
244558,85725,4703,4.0
244558,85804,4706,1.0
244558,85733,4703,4.0
244558,85938,4713,2.0
244558,85903,4706,1.0
244558,85916,4713,2.0
244558,85941,4713,2.0
244558,85915,4713,2.0
244558,85775,4703,4.0
244558,85914,4713,2.0
244558,85726,4703,4.0
244557,85903,4706,7.0
244557,85799,4706,7.0
244557,85794,4706,7.0
244557,85803,4706,7.0
244557,85916,4713,5.0
244557,85795,4706,7.0
244557,85941,4713,5.0
244557,85915,4713,5.0
244557,85899,4706,7.0
244557,85914,4713,5.0
244557,85796,4706,7.0
244557,85804,4706,7.0
244557,85938,4713,5.0
244556,85813,4707,5.0
244556,85721,4701,5.0
244556,85812,4707,5.0
244556,85799,4706,4.0
244556,85794,4706,4.0
244556,85803,4706,4.0
244556,85694,4701,5.0
244556,85870,4707,5.0
244556,85795,4706,4.0
244556,85899,4706,4.0
244556,85884,4701,5.0
244556,85796,4706,4.0
244556,85804,4706,4.0
244556,85926,4707,5.0
244556,85903,4706,4.0
244556,85883,4701,5.0
244556,85897,4707,5.0
244556,85696,4701,5.0
244556,85929,4707,5.0
244556,85869,4707,5.0
244556,85693,4701,5.0
244556,85703,4701,5.0
244556,85885,4701,5.0
244599,85881,4702,6.0
244599,85847,4704,6.0
244599,85655,4700,6.0
244599,85848,4704,6.0
244599,85750,4700,6.0
244599,85755,4704,6.0
244599,85868,4705,1.0
244599,85891,4705,1.0
244599,85863,4705,1.0
244599,85754,4700,6.0
244599,85662,4704,6.0
244599,85898,4711,5.0
244599,85882,4702,6.0
244599,85660,4704,6.0
244599,85841,4704,6.0
244599,85677,4705,1.0
244599,85892,4705,1.0
244599,85657,4700,6.0
244599,85674,4704,6.0
244599,85865,4705,1.0
244555,85852,4708,6.0
244555,85855,4708,6.0
244555,85737,4703,6.0
244555,85736,4703,6.0
244555,85689,4708,6.0
244555,85854,4708,6.0
244555,85690,4708,6.0
244555,85735,4703,6.0
244555,85729,4703,6.0
244555,85734,4703,6.0
244555,85775,4703,6.0
244555,85726,4703,6.0
244555,85692,4708,6.0
244555,85725,4703,6.0
244555,85733,4703,6.0
244598,85737,4703,1.0
244598,85736,4703,1.0
244598,85735,4703,1.0
244598,85729,4703,1.0
244598,85734,4703,1.0
244598,85775,4703,1.0
244598,85726,4703,1.0
244598,85725,4703,1.0
244598,85733,4703,1.0
244554,85847,4704,2.0
244554,85848,4704,2.0
244554,85755,4704,2.0
244554,85832,4710,4.0
244554,85835,4710,4.0
244554,85868,4705,5.0
244554,85891,4705,5.0
244554,85863,4705,5.0
244554,85662,4704,2.0
244554,85669,4710,4.0
244554,85898,4711,7.0
244554,85923,4709,1.0
244554,85829,4710,4.0
244554,85685,4712,5.0
244554,85672,4710,4.0
244554,85660,4704,2.0
244554,85841,4704,2.0
244554,85831,4710,4.0
244554,85834,4710,4.0
244554,85836,4710,4.0
244554,85677,4705,5.0
244554,85892,4705,5.0
244554,85674,4704,2.0
244554,85837,4710,4.0
244554,85865,4705,5.0
244631,85881,4702,2.0
244631,85655,4700,1.0
244631,85750,4700,1.0
244631,85832,4710,7.0
244631,85835,4710,7.0
244631,85868,4705,1.0
244631,85891,4705,1.0
244631,85863,4705,1.0
244631,85754,4700,1.0
244631,85669,4710,7.0
244631,85898,4711,3.0
244631,85829,4710,7.0
244631,85672,4710,7.0
244631,85882,4702,2.0
244631,85831,4710,7.0
244631,85834,4710,7.0
244631,85836,4710,7.0
244631,85677,4705,1.0
244631,85892,4705,1.0
244631,85657,4700,1.0
244631,85837,4710,7.0
244631,85865,4705,1.0
244597,85881,4702,6.0
244597,85799,4706,0.0
244597,85655,4700,1.0
244597,85794,4706,0.0
244597,85750,4700,1.0
244597,85803,4706,0.0
244597,85835,4710,3.0
244597,85868,4705,0.0
244597,85863,4705,0.0
244597,85669,4710,3.0
244597,85795,4706,0.0
244597,85829,4710,3.0
244597,85672,4710,3.0
244597,85899,4706,0.0
244597,85834,4710,3.0
244597,85677,4705,0.0
244597,85796,4706,0.0
244597,85804,4706,0.0
244597,85657,4700,1.0
244597,85837,4710,3.0
244597,85903,4706,0.0
244597,85832,4710,3.0
244597,85891,4705,0.0
244597,85754,4700,1.0
244597,85898,4711,7.0
244597,85714,4714,4.0
244597,85882,4702,6.0
244597,85831,4710,3.0
244597,85836,4710,3.0
244597,85892,4705,0.0
244597,85865,4705,0.0
244553,85903,4706,4.0
244553,85813,4707,4.0
244553,85812,4707,4.0
244553,85799,4706,4.0
244553,85897,4707,4.0
244553,85794,4706,4.0
244553,85803,4706,4.0
244553,85916,4713,4.0
244553,85929,4707,4.0
244553,85870,4707,4.0
244553,85795,4706,4.0
244553,85941,4713,4.0
244553,85869,4707,4.0
244553,85915,4713,4.0
244553,85899,4706,4.0
244553,85914,4713,4.0
244553,85796,4706,4.0
244553,85804,4706,4.0
244553,85926,4707,4.0
244553,85938,4713,4.0
244630,85881,4702,6.0
244630,85903,4706,6.0
244630,85799,4706,6.0
244630,85655,4700,3.0
244630,85794,4706,6.0
244630,85750,4700,3.0
244630,85803,4706,6.0
244630,85832,4710,1.0
244630,85835,4710,1.0
244630,85754,4700,3.0
244630,85669,4710,1.0
244630,85795,4706,6.0
244630,85898,4711,2.0
244630,85829,4710,1.0
244630,85714,4714,7.0
244630,85672,4710,1.0
244630,85882,4702,6.0
244630,85899,4706,6.0
244630,85831,4710,1.0
244630,85834,4710,1.0
244630,85836,4710,1.0
244630,85796,4706,6.0
244630,85804,4706,6.0
244630,85657,4700,3.0
244630,85837,4710,1.0
244552,85881,4702,4.0
244552,85799,4706,0.0
244552,85855,4708,4.0
244552,85655,4700,5.0
244552,85794,4706,0.0
244552,85750,4700,5.0
244552,85803,4706,0.0
244552,85835,4710,4.0
244552,85868,4705,1.0
244552,85689,4708,4.0
244552,85863,4705,1.0
244552,85669,4710,4.0
244552,85795,4706,0.0
244552,85690,4708,4.0
244552,85829,4710,4.0
244552,85672,4710,4.0
244552,85899,4706,0.0
244552,85834,4710,4.0
244552,85677,4705,1.0
244552,85692,4708,4.0
244552,85796,4706,0.0
244552,85804,4706,0.0
244552,85657,4700,5.0
244552,85837,4710,4.0
244552,85938,4713,3.0
244552,85903,4706,0.0
244552,85852,4708,4.0
244552,85832,4710,4.0
244552,85891,4705,1.0
244552,85916,4713,3.0
244552,85754,4700,5.0
244552,85941,4713,3.0
244552,85898,4711,6.0
244552,85854,4708,4.0
244552,85714,4714,7.0
244552,85882,4702,4.0
244552,85915,4713,3.0
244552,85914,4713,3.0
244552,85831,4710,4.0
244552,85836,4710,4.0
244552,85892,4705,1.0
244552,85865,4705,1.0
244596,85813,4707,4.0
244596,85812,4707,4.0
244596,85799,4706,3.0
244596,85737,4703,2.0
244596,85794,4706,3.0
244596,85803,4706,3.0
244596,85736,4703,2.0
244596,85870,4707,4.0
244596,85795,4706,3.0
244596,85735,4703,2.0
244596,85729,4703,2.0
244596,85734,4703,2.0
244596,85899,4706,3.0
244596,85796,4706,3.0
244596,85725,4703,2.0
244596,85804,4706,3.0
244596,85733,4703,2.0
244596,85926,4707,4.0
244596,85938,4713,4.0
244596,85903,4706,3.0
244596,85897,4707,4.0
244596,85916,4713,4.0
244596,85929,4707,4.0
244596,85941,4713,4.0
244596,85869,4707,4.0
244596,85915,4713,4.0
244596,85775,4703,2.0
244596,85914,4713,4.0
244596,85726,4703,2.0
244562,85813,4707,1.0
244562,85721,4701,7.0
244562,85812,4707,1.0
244562,85799,4706,7.0
244562,85737,4703,6.0
244562,85794,4706,7.0
244562,85803,4706,7.0
244562,85736,4703,6.0
244562,85694,4701,7.0
244562,85870,4707,1.0
244562,85795,4706,7.0
244562,85735,4703,6.0
244562,85729,4703,6.0
244562,85734,4703,6.0
244562,85899,4706,7.0
244562,85884,4701,7.0
244562,85796,4706,7.0
244562,85725,4703,6.0
244562,85804,4706,7.0
244562,85733,4703,6.0
244562,85926,4707,1.0
244562,85938,4713,5.0
244562,85903,4706,7.0
244562,85883,4701,7.0
244562,85897,4707,1.0
244562,85696,4701,7.0
244562,85916,4713,5.0
244562,85929,4707,1.0
244562,85941,4713,5.0
244562,85869,4707,1.0
244562,85693,4701,7.0
244562,85703,4701,7.0
244562,85915,4713,5.0
244562,85775,4703,6.0
244562,85885,4701,7.0
244562,85914,4713,5.0
244562,85726,4703,6.0
244561,85721,4701,7.0
244561,85799,4706,5.0
244561,85737,4703,0.0
244561,85794,4706,5.0
244561,85803,4706,5.0
244561,85736,4703,0.0
244561,85694,4701,7.0
244561,85795,4706,5.0
244561,85735,4703,0.0
244561,85729,4703,0.0
244561,85734,4703,0.0
244561,85899,4706,5.0
244561,85884,4701,7.0
244561,85796,4706,5.0
244561,85725,4703,0.0
244561,85804,4706,5.0
244561,85733,4703,0.0
244561,85938,4713,3.0
244561,85903,4706,5.0
244561,85883,4701,7.0
244561,85696,4701,7.0
244561,85916,4713,3.0
244561,85941,4713,3.0
244561,85693,4701,7.0
244561,85703,4701,7.0
244561,85915,4713,3.0
244561,85775,4703,0.0
244561,85885,4701,7.0
244561,85914,4713,3.0
244561,85726,4703,0.0
244560,85923,4709,1.0
244560,85829,4710,4.0
244560,85672,4710,4.0
244560,85831,4710,4.0
244560,85834,4710,4.0
244560,85836,4710,4.0
244560,85832,4710,4.0
244560,85835,4710,4.0
244560,85669,4710,4.0
244560,85837,4710,4.0
